,nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
6123,132,28,43,170.3,81.8,0,1,3,4,0,1,4280,3,,0.99,2024-12-28,,618.95,30626.948811115177
6124,225,390,65,146.0,80.5,0,0,2,1,0,0,1160,2,,0.25,2024-07-05,,5000.0,500.0
6125,383,350,52,164.0,70.1,0,1,0,3,1,0,3971,4,0.0,0.88,2021-10-24,,5000.0,500.0
6126,728,367,30,180.8,83.8,1,1,3,0,0,1,2217,4,,0.53,2021-09-22,419.0,1024.93,36713.829541440144
6127,783,634,75,168.3,85.4,1,0,4,4,1,1,2991,3,4.0,0.28,2021-08-25,,5000.0,11169.108115365516
6128,948,172,52,175.1,84.5,1,0,3,2,1,1,5333,3,,0.2,2022-09-19,385.0,,17427.047542739998
6129,200,445,19,186.7,49.4,0,0,2,0,1,1,1274,1,,0.42,2023-07-20,,,1180.2452599377737
6130,317,402,68,157.9,77.4,1,1,4,3,0,0,2524,3,1.0,0.2,2021-05-17,592.0,,1058.7221285950077
6131,65,111,22,185.5,83.4,0,0,0,7,0,0,3079,3,,0.91,2022-08-17,,10000.0,500.0
6132,111,459,47,157.8,80.6,0,1,0,6,1,0,1948,2,3.0,0.62,2024-07-08,,5000.0,500.0
6133,693,157,30,172.8,90.5,1,0,2,7,0,0,1597,2,3.0,0.03,2023-05-28,728.0,,500.0
6134,823,656,40,184.9,65.2,1,1,0,2,1,1,4879,0,,0.05,2023-10-14,428.0,724.53,7232.992597903149
6135,303,59,23,179.3,80.5,1,0,4,5,0,0,1387,1,,0.74,2024-02-01,,,500.0
6136,178,162,21,176.5,97.2,1,1,4,0,0,1,2949,4,5.0,0.72,2021-03-14,,1248.7,34280.27082214709
6137,820,327,40,163.9,74.8,0,1,4,1,1,0,1235,3,,0.85,2023-03-19,,,500.0
6138,12,35,45,187.6,80.7,0,0,0,7,1,1,4001,4,2.0,0.05,2022-06-03,335.0,850.51,2109.8379185465737
6139,361,459,34,161.7,95.0,1,0,4,6,0,1,2215,0,0.0,0.43,2021-07-26,302.0,10000.0,27173.40122797404
6140,686,287,30,179.8,71.8,0,0,0,2,1,1,4442,4,1.0,0.93,2021-10-20,,,500.0
6141,269,279,69,166.6,105.3,1,1,1,6,0,1,2475,0,5.0,0.59,2020-04-16,,10000.0,33400.713378645014
6142,151,294,66,179.3,44.2,1,0,0,3,0,1,500,0,,0.49,2022-01-21,716.0,10000.0,500.0
6143,656,247,44,158.6,68.8,0,1,3,5,1,1,626,3,,0.3,2023-07-09,,5000.0,22913.17983648344
6144,861,299,50,156.9,54.2,0,0,3,0,0,0,1765,4,1.0,0.5,2023-10-31,673.0,328.42,500.0
6145,270,260,32,195.1,82.5,0,0,2,3,1,0,500,0,0.0,0.52,2021-08-11,367.0,10000.0,500.0
6146,456,392,63,166.3,66.8,0,0,2,0,1,1,3588,3,,0.43,2021-10-24,596.0,10000.0,16157.452348362816
6147,155,7,33,155.0,77.3,1,1,4,2,0,1,4020,2,,0.41,2025-01-07,464.0,283.82,23675.74690497324
6148,127,550,61,169.0,64.4,1,1,4,0,0,0,1992,1,,0.04,2020-07-29,357.0,5000.0,500.0
6149,111,304,72,173.4,68.9,1,1,4,3,1,1,783,3,,0.66,2024-01-25,345.0,10000.0,7953.303400752445
6150,874,524,55,181.4,67.3,1,1,2,1,1,1,2220,0,5.0,0.89,2022-02-23,,10000.0,14199.35498259439
6151,7,614,35,178.2,59.2,1,1,1,6,1,1,1766,0,,0.71,2021-08-06,782.0,718.49,10367.43764033394
6152,253,459,27,165.2,71.9,1,1,2,0,1,0,807,4,0.0,0.36,2022-09-27,586.0,1235.23,500.0
6153,341,459,50,184.3,83.4,1,0,4,2,1,0,2366,0,,0.99,2020-07-12,710.0,879.49,500.0
6154,846,281,63,152.9,68.2,0,1,4,0,1,1,4022,2,,0.75,2024-10-09,431.0,5000.0,16879.494844426
6155,673,70,42,167.1,76.3,0,0,0,1,0,1,3831,2,1.0,0.19,2020-04-23,,,4597.657007308739
6156,105,384,41,172.5,95.6,0,0,3,5,0,1,751,2,5.0,0.97,2024-12-18,362.0,,9578.290697501116
6157,897,614,58,161.6,74.2,0,1,0,1,1,0,3152,2,5.0,0.97,2020-03-08,727.0,5000.0,500.0
6158,759,478,23,159.9,94.4,1,0,1,6,0,1,1908,0,,0.93,2020-05-30,,,12785.151005406902
6159,368,571,25,173.4,63.1,1,1,3,5,0,1,3186,4,,0.4,2024-02-23,,951.47,42398.269581583576
6160,897,463,48,163.9,62.7,1,1,1,2,1,1,702,2,,0.83,2020-10-02,,706.01,500.0
6161,330,388,64,169.2,70.1,1,0,0,2,0,0,3662,1,1.0,0.58,2025-01-29,,5000.0,500.0
6162,776,598,40,178.0,75.1,1,0,3,1,0,1,4281,0,,0.59,2020-06-17,,10000.0,37463.214258338274
6163,197,234,20,182.6,56.2,1,0,2,2,0,1,3062,4,2.0,0.94,2023-04-01,454.0,484.2,14355.315932682724
6164,128,320,37,172.5,82.4,1,0,0,3,0,0,1709,4,5.0,0.26,2021-12-03,,5000.0,500.0
6165,162,558,39,173.3,81.4,0,0,3,4,0,1,4108,1,,0.37,2024-07-30,,10000.0,27556.50815979591
6166,606,611,43,154.7,88.2,0,0,4,7,0,1,1847,4,5.0,0.15,2024-07-12,477.0,1361.27,28557.575861087626
6167,156,633,28,164.2,51.9,1,0,1,1,1,1,1541,2,,0.81,2020-12-27,840.0,5000.0,6490.729349935428
6168,778,587,69,168.9,71.2,0,0,2,3,1,0,1136,4,0.0,0.49,2024-08-24,,,500.0
6169,753,550,23,159.7,59.9,1,1,2,5,1,1,592,4,,0.38,2020-11-11,,,11963.93044304796
6170,964,407,26,185.1,61.8,1,0,1,7,0,0,1667,2,,0.74,2023-06-14,796.0,5000.0,500.0
6171,961,369,20,162.7,73.2,0,0,1,4,1,1,4133,3,5.0,0.67,2023-09-15,,,500.0
6172,417,209,47,179.4,67.4,0,0,3,6,0,1,3047,3,,0.33,2023-05-28,584.0,10000.0,30423.3274770648
6173,690,592,18,167.5,80.3,1,1,4,3,1,1,2679,0,2.0,0.88,2021-01-19,,,10753.421326523568
6174,388,504,32,162.4,82.5,0,0,1,0,1,0,2965,4,,0.9,2022-07-07,,,500.0
6175,225,211,24,171.9,62.9,1,0,3,3,0,1,1258,4,0.0,0.74,2022-09-04,,,14430.51876497812
6176,941,157,66,167.6,43.6,0,1,4,7,0,1,709,0,,0.35,2024-07-29,,555.26,19040.500677405915
6177,555,511,22,172.1,81.9,0,1,2,3,0,0,1714,2,,0.09,2024-07-21,,,500.0
6178,285,379,25,169.7,86.4,1,0,4,2,1,1,2075,3,,0.19,2025-02-28,,997.41,500.0
6179,867,550,74,157.6,60.5,0,1,0,4,0,1,3000,4,,0.84,2021-02-12,,5000.0,7477.073555735235
6180,679,453,22,171.1,63.0,1,0,1,2,0,1,2968,3,,0.64,2020-04-29,385.0,1464.35,2134.918650904049
6181,352,43,24,151.9,63.4,0,0,2,6,1,1,4142,4,5.0,0.04,2024-01-24,450.0,561.0,11686.368750865196
6182,942,257,51,179.9,93.7,0,0,2,0,1,0,3224,2,,0.3,2023-12-28,,10000.0,500.0
6183,226,562,45,162.9,82.0,0,0,4,1,1,1,2027,1,,0.9,2024-12-02,,,10439.463682214197
6184,846,550,26,181.9,64.0,0,1,2,3,0,0,3150,0,4.0,0.61,2021-03-17,,,500.0
6185,785,173,34,171.1,61.6,1,0,2,7,1,1,2480,4,0.0,0.58,2020-01-02,584.0,5000.0,15468.721379985676
6186,387,165,33,175.6,41.3,1,1,1,1,1,0,2869,4,0.0,0.91,2020-08-19,,10000.0,500.0
6187,531,584,69,178.2,73.9,0,0,4,3,0,1,4174,4,5.0,0.32,2021-01-16,,5000.0,20830.636004097378
6188,577,591,58,169.9,62.4,0,0,4,7,0,1,2696,2,0.0,0.76,2024-01-19,,619.3,18032.997930267607
6189,660,474,31,163.5,68.0,1,1,2,5,1,0,3512,2,1.0,0.63,2024-12-31,,10000.0,500.0
6190,400,299,25,162.8,73.9,0,0,0,4,1,0,4384,2,,0.26,2023-05-30,,5000.0,500.0
6191,806,214,29,162.5,54.1,1,0,4,3,1,1,4094,2,1.0,0.96,2023-09-28,422.0,,10152.632831132174
6192,359,556,49,168.6,74.3,1,1,0,7,0,1,2743,4,4.0,0.12,2023-04-09,,10000.0,20470.270283209386
6193,883,547,63,158.1,72.5,1,1,1,7,1,0,1688,2,,0.01,2021-10-24,,937.35,500.0
6194,637,40,66,169.4,75.5,0,1,1,0,0,1,2867,1,2.0,0.23,2023-11-18,,5000.0,21557.631054963626
6195,33,562,32,164.6,78.0,0,0,2,4,0,1,2340,0,4.0,0.95,2021-09-20,,784.59,15851.10313388327
6196,386,614,36,185.4,96.4,1,1,1,2,1,0,2630,3,,0.9,2024-02-13,,746.44,500.0
6197,383,367,24,165.8,92.6,1,1,1,4,0,1,2826,0,,0.77,2023-03-10,536.0,10000.0,21426.123779908557
6198,291,42,65,161.3,82.9,0,1,3,2,0,1,3343,0,5.0,0.56,2024-03-10,712.0,5000.0,22762.1917704371
6199,80,210,70,178.8,91.2,1,1,3,0,1,1,2089,2,,0.14,2023-09-10,,,32726.64490927184
6200,273,631,39,178.3,67.9,0,0,2,7,0,1,1718,0,1.0,0.93,2022-08-31,604.0,10000.0,24019.529808341456
6201,555,524,61,193.0,85.3,1,0,0,4,0,1,1058,0,1.0,0.94,2024-08-01,,989.21,500.0
6202,556,542,64,176.1,64.0,0,1,2,4,1,0,4787,3,,0.9,2023-12-26,,10000.0,500.0
6203,531,61,27,166.1,91.6,1,1,4,6,1,1,2125,0,,0.58,2023-05-06,343.0,718.31,19486.43444172945
6204,846,35,74,158.3,63.4,0,0,1,3,1,0,1193,2,0.0,0.15,2021-03-17,,5000.0,500.0
6205,647,442,38,150.9,91.5,1,1,4,2,0,1,1248,1,0.0,0.34,2024-08-04,504.0,402.19,17721.29297543405
6206,510,287,47,153.7,80.3,0,1,0,7,0,0,4191,4,,0.32,2023-09-20,464.0,952.02,500.0
6207,330,427,21,181.6,48.3,1,1,1,6,0,1,3883,1,0.0,0.21,2022-11-06,454.0,747.28,23325.338501823888
6208,469,329,46,164.8,50.0,0,1,4,4,1,0,3054,0,,0.82,2021-08-18,,1033.29,500.0
6209,392,331,51,163.2,78.5,0,1,1,5,0,1,2219,4,,0.36,2024-05-02,608.0,821.45,10309.92306562366
6210,846,51,72,161.5,82.7,1,0,0,0,1,0,3802,0,,0.82,2022-01-21,,,500.0
6211,318,354,61,164.8,58.8,0,1,2,1,1,1,3963,0,,0.78,2022-03-28,727.0,5000.0,23553.074100197176
6212,653,60,32,178.6,84.0,0,0,0,3,1,0,821,1,,0.95,2023-07-27,564.0,1189.81,500.0
6213,627,76,69,158.4,68.1,1,0,0,6,0,1,2205,4,1.0,0.16,2022-06-13,,317.95,8120.4633303876335
6214,716,123,41,180.8,66.9,0,0,3,7,0,0,2474,4,,0.42,2020-10-23,434.0,5000.0,500.0
6215,521,590,24,167.4,56.1,0,1,3,7,1,0,1285,4,1.0,0.12,2025-05-24,,5000.0,500.0
6216,269,224,37,177.6,69.5,0,0,3,7,0,1,2433,0,0.0,0.28,2022-09-06,,,23930.493958673607
6217,149,144,62,181.6,69.2,0,1,2,6,0,1,3119,2,,0.92,2022-05-10,759.0,10000.0,22945.025107320434
6218,469,339,31,169.3,89.0,1,1,2,2,1,0,1835,1,0.0,0.91,2021-03-16,531.0,5000.0,500.0
6219,490,501,28,178.0,68.1,1,0,1,4,0,1,1066,1,3.0,0.27,2023-08-25,319.0,10000.0,4183.406412898141
6220,351,2,30,160.8,48.6,0,0,4,7,0,1,2197,4,,0.08,2024-04-12,460.0,1246.17,20324.11888630817
6221,854,422,24,170.6,57.3,0,0,4,7,0,1,1537,1,4.0,0.19,2023-08-09,,,19758.871226550404
6222,516,403,73,163.8,75.4,0,1,3,4,1,0,3902,3,,0.83,2023-05-10,699.0,1042.61,500.0
6223,753,639,57,178.0,78.9,0,0,4,6,0,1,2828,3,,0.79,2022-06-17,,10000.0,24661.52749083497
6224,339,463,34,180.3,74.0,0,0,1,2,1,0,500,0,,0.68,2021-01-18,,,500.0
6225,197,528,57,161.9,36.0,0,1,3,2,1,1,4318,3,4.0,0.56,2024-10-24,760.0,10000.0,17153.875972445985
6226,380,154,72,148.7,84.7,0,1,0,5,1,0,2276,0,5.0,0.7,2025-04-18,780.0,633.67,500.0
6227,892,498,36,169.8,91.9,1,1,3,1,1,1,3757,3,,0.65,2022-02-05,409.0,,28663.370907279943
6228,710,557,44,153.3,79.4,1,1,2,5,0,1,1506,3,,0.8,2021-07-04,455.0,1138.53,18053.81925743533
6229,685,35,62,163.5,62.2,0,0,4,3,1,1,1358,0,,0.29,2023-07-15,,,1936.7691870841425
6230,963,362,19,177.4,77.9,1,1,4,3,0,0,3749,3,,0.66,2024-05-30,,,4520.636290570551
6231,542,439,41,177.1,61.2,1,0,1,4,1,1,3243,1,,0.44,2024-05-04,637.0,947.13,2389.929132211358
6232,65,80,64,174.4,75.2,1,1,4,6,0,0,2220,0,,0.53,2023-12-14,551.0,,500.0
6233,319,391,39,177.4,81.9,0,1,0,1,0,1,500,1,,0.08,2023-02-16,,,500.0
6234,469,435,30,190.2,90.9,0,0,0,1,1,1,3799,4,4.0,0.75,2024-03-30,,,500.0
6235,467,42,54,176.4,81.7,0,1,4,4,1,0,2618,0,1.0,0.52,2023-10-18,829.0,,500.0
6236,891,76,62,172.7,60.8,1,1,3,6,1,1,1252,4,,0.94,2023-04-10,,,33352.500584021866
6237,14,154,48,181.4,90.8,1,1,3,6,0,1,3178,1,,0.77,2024-04-08,692.0,5000.0,47161.18467361485
6238,368,133,44,175.9,54.7,1,1,3,1,1,1,3715,1,,0.63,2021-05-07,689.0,5000.0,30539.875874023797
6239,209,330,48,178.2,58.9,1,1,0,5,0,1,3122,4,,0.61,2021-10-21,,,16244.457336846015
6240,747,224,29,175.7,64.6,0,0,4,1,1,1,3152,1,,0.14,2021-06-24,,,7061.878616769964
6241,555,193,48,165.9,51.8,1,1,0,6,1,1,3528,1,1.0,0.33,2022-10-23,,5000.0,4385.913973233552
6242,91,427,25,153.1,85.5,0,0,0,6,0,0,2029,0,5.0,0.75,2024-10-24,,,500.0
6243,41,43,67,151.5,62.5,0,1,2,1,1,1,3965,0,2.0,0.91,2023-07-07,603.0,956.77,10938.41577489768
6244,732,470,75,165.7,53.9,0,1,0,0,0,1,2543,4,1.0,0.51,2020-05-18,729.0,10000.0,7152.774224489252
6245,410,407,56,175.8,89.9,0,1,1,7,1,1,3617,3,0.0,0.91,2024-09-19,697.0,5000.0,16472.646515827604
6246,762,72,71,175.7,76.0,0,1,1,1,1,1,2890,2,,0.99,2021-02-16,,809.53,6675.714465733045
6247,131,158,45,161.2,82.0,1,0,4,6,0,1,3965,1,1.0,0.19,2022-01-18,,10000.0,26219.81125959639
6248,555,478,60,161.7,87.1,0,1,2,3,1,1,500,2,,0.85,2020-02-02,,,500.0
6249,356,330,69,180.3,75.8,1,0,3,0,1,1,2497,2,,0.6,2021-06-10,560.0,10000.0,19399.797462970557
6250,818,524,75,181.3,78.1,1,1,3,2,1,0,1697,2,,0.18,2022-07-14,750.0,5000.0,500.0
6251,531,27,48,196.9,92.5,0,0,4,0,1,1,2475,2,,0.82,2024-06-20,442.0,662.98,1799.1729209503717
6252,469,47,36,163.2,74.7,1,0,2,3,0,1,3047,1,,0.62,2022-09-09,,970.77,23852.949774490346
6253,692,584,74,147.4,45.8,1,0,2,2,1,1,3057,0,,0.31,2024-06-12,369.0,5000.0,500.0
6254,456,462,37,175.3,41.3,0,0,3,3,0,0,1422,2,,0.11,2023-01-21,,687.91,500.0
6255,961,547,40,142.9,80.4,0,0,1,3,1,0,3279,2,,0.52,2024-06-27,,1221.34,500.0
6256,33,287,61,173.6,67.5,1,1,3,0,0,1,3636,1,2.0,0.9,2020-12-25,,,47358.491712869785
6257,256,360,68,174.9,88.2,1,0,4,0,1,1,882,3,3.0,0.05,2025-05-10,,,8977.41551107079
6258,961,339,66,171.3,74.9,0,1,1,6,0,1,2160,0,2.0,0.4,2022-09-17,,5000.0,13056.01425629857
6259,882,157,73,176.2,70.1,0,0,2,5,1,1,2181,2,3.0,0.47,2020-01-19,,1330.47,500.0
6260,98,489,43,166.3,61.6,0,0,2,2,0,0,1464,3,4.0,0.73,2024-11-29,515.0,714.1,500.0
6261,163,587,27,176.7,68.8,1,1,3,7,1,0,2442,1,2.0,0.39,2022-12-28,,5000.0,6190.914612776286
6262,846,560,45,183.4,41.8,1,0,3,2,0,1,2300,4,1.0,0.3,2023-12-02,332.0,5000.0,16953.531578012247
6263,962,304,38,174.3,107.1,0,1,0,4,1,0,1569,1,,1.0,2024-07-08,448.0,10000.0,500.0
6264,469,20,26,170.2,80.0,1,1,0,7,1,1,500,2,,0.18,2022-10-29,,5000.0,4555.734414673954
6265,573,304,70,177.8,41.6,1,0,4,7,0,1,812,4,3.0,0.3,2022-08-25,,,21451.13799365545
6266,580,403,61,172.1,51.1,0,0,0,2,0,1,4370,2,,0.82,2023-11-10,,10000.0,500.0
6267,292,320,27,163.1,91.6,0,1,3,7,0,0,2840,3,,0.6,2021-10-08,770.0,10000.0,22375.08357037309
6268,447,296,71,169.0,82.6,0,0,4,5,0,1,3352,2,1.0,0.72,2022-06-28,821.0,5000.0,15555.765011897262
6269,896,279,69,159.1,60.4,1,1,4,7,0,0,3260,3,,0.97,2021-06-08,769.0,10000.0,15978.347542555131
6270,804,606,31,173.8,53.7,0,0,3,1,0,1,4292,1,,0.64,2021-02-07,543.0,,28725.232684272
6271,34,253,63,180.7,75.4,0,1,1,5,1,0,2416,3,5.0,0.09,2023-04-28,337.0,10000.0,500.0
6272,921,320,33,185.8,37.6,0,1,0,6,0,1,500,0,5.0,0.61,2021-06-22,,10000.0,3288.69417620121
6273,555,279,23,144.2,62.6,1,1,3,4,0,1,3070,3,,0.58,2024-03-09,643.0,5000.0,33441.52830376546
6274,195,236,74,165.6,85.7,0,1,4,7,1,0,3345,2,,0.81,2022-07-31,,5000.0,4694.595827220872
6275,92,524,42,155.9,49.7,1,1,2,3,1,0,3585,2,,0.47,2020-08-22,526.0,477.1,500.0
6276,981,80,21,179.4,77.8,0,0,4,0,1,0,2042,4,0.0,0.74,2023-08-01,551.0,5000.0,500.0
6277,772,550,32,165.4,63.0,0,1,3,3,0,0,1972,2,,0.8,2020-05-02,808.0,5000.0,1743.629121639761
6278,314,511,56,195.3,45.1,1,0,1,1,0,1,1740,2,0.0,0.0,2020-10-19,732.0,,15012.91300698009
6279,798,156,22,182.4,55.6,0,1,0,4,0,1,3794,3,,0.37,2021-05-21,,10000.0,15290.215028380671
6280,774,557,40,167.0,74.7,0,1,0,0,1,1,4190,0,2.0,0.83,2020-04-01,685.0,726.15,6754.859177132382
6281,209,279,30,171.9,76.7,0,0,1,7,1,1,2246,4,2.0,0.93,2021-10-07,,692.92,500.0
6282,799,403,21,173.5,66.5,0,1,3,7,1,1,2820,1,4.0,0.42,2022-06-20,671.0,488.33,35117.9264521864
6283,278,459,25,172.3,82.8,0,0,0,5,1,0,1374,3,4.0,0.25,2022-05-06,664.0,,500.0
6284,965,639,37,173.4,48.4,1,1,4,0,1,0,3635,4,1.0,0.2,2020-10-26,,5000.0,500.0
6285,59,493,41,164.2,76.6,1,0,3,5,0,0,2682,4,4.0,0.45,2022-08-06,,5000.0,500.0
6286,950,116,34,166.6,63.5,1,1,2,0,1,0,5036,2,,0.96,2020-05-13,,,9432.87135272341
6287,197,296,73,162.6,83.5,1,1,1,3,1,0,2357,3,,0.29,2021-05-14,589.0,5000.0,500.0
6288,315,235,40,149.5,58.5,0,1,0,3,0,1,1382,3,0.0,0.65,2020-04-13,386.0,5000.0,500.0
6289,933,27,72,170.3,79.4,1,0,0,5,1,0,1205,1,2.0,0.38,2021-03-26,,978.75,500.0
6290,319,521,35,179.6,73.1,0,0,0,6,1,1,588,0,5.0,0.63,2021-07-08,492.0,10000.0,500.0
6291,778,605,41,167.1,86.0,1,1,3,0,0,0,2878,3,5.0,0.33,2024-01-13,696.0,5000.0,11044.95368508808
6292,147,550,33,164.1,37.1,1,0,3,5,0,0,2336,4,,0.89,2025-03-05,,,5305.4114788708885
6293,79,8,31,185.2,68.0,1,1,2,0,0,0,2277,4,,0.91,2022-12-20,,,4903.344081853641
6294,751,74,71,162.3,67.2,1,1,3,3,0,0,3539,0,,0.87,2021-07-11,,10000.0,7808.996625173976
6295,41,209,42,157.8,51.1,0,0,2,2,0,1,4479,3,,0.73,2021-10-28,,5000.0,6793.042991763258
6296,97,44,44,177.5,79.1,1,0,2,7,1,1,1409,2,4.0,0.64,2020-01-08,314.0,928.24,2662.921569604866
6297,402,28,24,182.6,58.8,0,1,0,4,0,1,500,0,,0.43,2024-06-21,,1365.81,500.0
6298,285,165,63,158.0,54.0,1,1,0,6,1,1,2830,0,,0.04,2023-09-26,660.0,10000.0,7221.61549298505
6299,807,528,75,168.2,70.5,0,0,0,3,0,1,2597,3,,0.03,2020-01-22,,5000.0,500.0
6300,9,615,58,170.9,44.1,0,0,0,7,0,0,1390,2,,0.36,2023-02-02,627.0,5000.0,500.0
6301,122,459,32,162.2,96.9,1,1,1,2,0,1,1457,1,,0.56,2020-12-20,609.0,5000.0,7667.811763741534
6302,343,180,47,164.1,78.5,1,1,4,7,0,1,1160,3,4.0,0.47,2022-11-10,321.0,10000.0,30935.83509952232
6303,648,496,42,172.5,59.9,1,1,1,1,0,0,3056,0,,0.61,2022-05-02,,923.17,1618.916947161744
6304,14,498,27,179.0,108.9,1,1,0,6,0,0,4230,1,,0.38,2022-03-02,410.0,,500.0
6305,14,123,30,173.8,72.1,0,0,4,2,0,0,1884,4,,0.88,2024-07-22,363.0,10000.0,500.0
6306,424,459,31,180.1,53.4,1,1,4,2,1,0,3894,1,,0.97,2023-12-06,322.0,,500.0
6307,981,349,67,169.6,82.1,0,0,4,6,1,0,2234,0,3.0,0.59,2024-11-10,,,500.0
6308,81,249,54,167.5,63.7,0,0,3,1,0,0,3438,1,,0.56,2023-01-29,,10000.0,500.0
6309,813,330,46,193.5,58.4,1,1,2,2,1,1,500,1,1.0,0.54,2022-07-01,774.0,1148.73,500.0
6310,919,430,58,156.1,65.4,1,0,0,5,1,1,2405,0,,0.5,2021-02-24,,,500.0
6311,633,587,59,173.0,74.3,0,1,4,5,1,0,4114,3,,0.96,2022-07-22,,,500.0
6312,774,296,65,184.3,70.3,1,0,1,2,1,1,2304,2,3.0,0.75,2020-12-01,822.0,10000.0,7676.124755281674
6313,31,80,34,181.2,84.0,1,1,1,1,0,1,4269,2,,0.19,2022-12-10,527.0,,24766.39362476903
6314,755,209,44,162.2,63.0,1,1,2,1,0,1,3142,1,,0.6,2024-03-16,717.0,10000.0,34025.09537342137
6315,261,296,35,166.5,56.2,1,0,4,5,0,1,2637,0,0.0,0.32,2021-10-04,,,20648.259670229618
6316,774,612,33,164.3,92.2,1,0,0,4,1,1,2554,0,,0.25,2024-03-08,624.0,5000.0,1847.097352476328
6317,409,560,47,182.7,75.0,0,0,4,4,0,0,3058,4,,0.39,2023-01-03,396.0,,500.0
6318,752,367,58,171.0,49.1,1,1,4,5,0,0,3347,3,,0.37,2023-02-13,,375.51,4858.074830010861
6319,898,53,53,171.4,89.7,0,0,4,6,0,1,2823,2,,0.33,2023-02-17,,698.78,37237.04884050561
6320,606,172,25,173.3,70.7,1,1,2,0,0,1,3229,1,,0.36,2021-06-05,664.0,10000.0,38976.65634804536
6321,635,496,48,173.5,64.0,0,0,2,2,0,1,2099,1,,0.99,2024-01-22,,10000.0,1140.4109620995866
6322,278,166,37,171.2,59.3,1,1,0,0,1,0,3168,2,1.0,0.81,2024-07-18,592.0,678.01,500.0
6323,846,325,39,170.8,38.2,1,0,3,2,0,1,598,4,5.0,0.58,2022-09-07,658.0,767.58,7982.306717983974
6324,138,53,63,167.6,62.0,0,0,4,1,1,1,4524,3,4.0,0.54,2022-07-24,,10000.0,14466.452497390945
6325,631,403,33,165.2,77.5,1,1,4,0,1,0,2209,4,,0.9,2020-11-02,,,500.0
6326,555,152,58,171.9,64.0,1,0,2,4,1,0,2523,2,4.0,0.48,2020-02-04,,5000.0,500.0
6327,533,208,70,145.8,34.0,1,0,0,7,1,1,2573,4,,0.37,2023-01-10,494.0,1013.26,13391.29251796894
6328,469,226,74,182.3,98.2,1,1,3,1,0,0,3357,3,,0.96,2022-10-04,,,22454.46031741956
6329,251,560,19,169.8,87.8,1,1,3,0,0,1,1410,4,,0.11,2021-12-20,417.0,1010.84,26295.715143453537
6330,456,33,66,189.4,53.9,0,1,2,1,0,0,885,1,3.0,0.69,2023-12-30,,798.82,500.0
6331,489,435,41,180.5,38.6,1,1,0,1,1,1,2249,0,3.0,0.98,2020-10-15,587.0,,6193.533057613117
6332,188,170,73,162.9,80.1,0,0,4,2,1,0,1259,1,,0.4,2021-11-02,590.0,,500.0
6333,663,459,64,158.0,71.1,0,1,3,5,1,1,1854,1,2.0,0.22,2023-06-07,792.0,5000.0,23604.232805859625
6334,654,452,70,174.9,74.3,1,1,1,7,1,1,4451,2,,0.06,2024-07-04,,,25394.100857164816
6335,778,279,30,152.4,71.7,0,0,1,0,1,0,3623,1,,0.35,2022-11-18,651.0,,500.0
6336,124,231,66,163.9,75.8,0,0,3,1,1,1,2533,3,0.0,0.31,2021-10-03,,,12218.73250146555
6337,961,28,57,168.9,75.7,0,1,0,4,0,0,3259,2,,0.73,2020-09-17,,,500.0
6338,510,611,53,171.3,72.7,1,0,1,2,0,1,1216,1,,0.1,2020-06-02,436.0,638.5,500.0
6339,846,345,68,163.0,49.0,1,1,0,0,0,1,1163,2,,0.44,2024-10-14,,,19927.734372517098
6340,316,279,44,183.9,95.9,1,0,3,5,1,1,2949,3,1.0,0.77,2020-07-17,749.0,10000.0,19005.88748952982
6341,586,279,29,175.7,87.3,1,1,3,2,0,1,3346,1,4.0,0.28,2023-07-16,357.0,1032.88,26062.06378566044
6342,846,296,64,169.7,44.5,1,0,2,0,1,0,2607,0,5.0,0.92,2022-03-04,442.0,,500.0
6343,158,335,64,168.8,71.8,0,1,1,5,0,1,500,4,1.0,0.83,2021-10-09,563.0,681.46,3777.707751829632
6344,402,296,73,179.6,74.0,1,1,2,1,0,1,2903,3,,0.06,2020-11-27,,5000.0,18471.820285212307
6345,225,73,32,171.3,67.5,0,0,2,2,0,1,2026,0,,0.85,2022-05-22,756.0,806.86,1254.4791356165265
6346,615,20,19,185.2,69.0,1,0,1,5,1,0,3547,0,2.0,0.51,2021-09-09,,,500.0
6347,423,614,26,181.9,62.8,1,0,0,2,0,0,3524,2,1.0,0.14,2022-12-04,,1038.48,500.0
6348,9,33,62,163.3,87.7,1,0,2,5,1,1,4882,3,3.0,0.34,2021-02-06,529.0,5000.0,21173.131971712315
6349,615,348,46,170.9,81.0,0,0,1,0,0,1,3374,3,3.0,0.54,2023-01-14,454.0,633.52,18341.961282111577
6350,897,559,74,177.7,61.7,1,1,0,2,1,0,3632,3,,0.93,2024-05-16,,,500.0
6351,469,442,54,181.0,55.1,1,1,3,3,0,0,2523,1,0.0,0.91,2020-11-18,,5000.0,500.0
6352,846,158,24,182.1,58.3,1,0,3,1,0,1,2332,1,,0.55,2021-11-19,,10000.0,34251.4638459909
6353,326,407,38,157.3,62.9,0,0,2,4,0,1,2686,2,,0.22,2021-04-25,,,14498.408189582598
6354,148,124,33,158.1,99.0,0,0,3,4,0,0,3765,1,4.0,0.25,2020-05-13,393.0,354.67,2724.3636103651797
